Dataset,Classifier,Feature Type,Accuracy,Balanced Accuracy,Precision,Recall,F1-score
GCC,SVC,DistilBERT,0.61961962,0.543243654,0.59277996,0.61961962,0.566933537
GCC,KNeighborsClassifier,TF-IDF,0.588588589,0.537391701,0.56615688,0.588588589,0.568506351
GCC,KNeighborsClassifier,DistilBERT,0.568568569,0.541951664,0.565513345,0.568568569,0.566916983
GCC,MultinomialNB,TF-IDF,0.63963964,0.551033592,0.640436058,0.63963964,0.565189731
GCC,MultinomialNB,DistilBERT,0.628628629,0.549171607,0.608326103,0.628628629,0.57111174
GCC,MLPClassifier,TF-IDF,0.588588589,0.534066727,0.563605095,0.588588589,0.565053929
GCC,MLPClassifier,DistilBERT,0.618618619,0.507751938,0.764949239,0.618618619,0.479017307
GCC,RandomForestClassifier,TF-IDF,0.596596597,0.536327709,0.56876863,0.596596597,0.566491417
GCC,RandomForestClassifier,DistilBERT,0.634634635,0.55122359,0.621989407,0.634634635,0.57023915
GCC,SVC,TF-IDF,0.630630631,0.540355677,0.620622603,0.630630631,0.55170097
GCC,SVC,DistilBERT,0.635635636,0.564865481,0.617796286,0.635635636,0.592440828
GCC,KNeighborsClassifier,TF-IDF,0.601601602,0.551337589,0.581264448,0.601601602,0.582383334
GCC,KNeighborsClassifier,DistilBERT,0.587587588,0.556524548,0.580373188,0.587587588,0.583150133
GCC,MultinomialNB,TF-IDF,0.632632633,0.547214622,0.619632159,0.632632633,0.564155277
GCC,MultinomialNB,DistilBERT,0.631631632,0.549247606,0.615238359,0.631631632,0.56896707
GCC,MLPClassifier,TF-IDF,0.588588589,0.534066727,0.563605095,0.588588589,0.565053929
GCC,MLPClassifier,DistilBERT,0.64964965,0.579153367,0.639095772,0.64964965,0.607448651
GCC,RandomForestClassifier,TF-IDF,0.614614615,0.553883569,0.590805856,0.614614615,0.58416571
GCC,RandomForestClassifier,DistilBERT,0.627627628,0.541704666,0.609254549,0.627627628,0.557733832
GCC,SVC,TF-IDF,0.632632633,0.543889649,0.623459215,0.632632633,0.557247882
GCC,SVC,DistilBERT,0.655655656,0.579305366,0.654143196,0.655655656,0.605008659
Gnome,KNeighborsClassifier,TF-IDF,0.566666667,0.530025224,0.548261164,0.566666667,0.548163695
Gnome,KNeighborsClassifier,DistilBERT,0.580769231,0.557249993,0.572735925,0.580769231,0.574837328
Gnome,MultinomialNB,TF-IDF,0.612820513,0.544427568,0.618167872,0.612820513,0.53545137
Gnome,MultinomialNB,DistilBERT,0.579487179,0.533564783,0.556730769,0.579487179,0.548231928
Gnome,MLPClassifier,TF-IDF,0.553846154,0.517724918,0.53454768,0.553846154,0.535928432
Gnome,MLPClassifier,DistilBERT,0.594871795,0.538365565,0.573718308,0.594871795,0.544896807
Gnome,RandomForestClassifier,TF-IDF,0.55,0.507072337,0.523498272,0.55,0.52282654
Gnome,RandomForestClassifier,DistilBERT,0.597435897,0.534093683,0.578544383,0.597435897,0.531977776
Gnome,SVC,TF-IDF,0.612820513,0.54027774,0.63241453,0.612820513,0.523100764
Gnome,SVC,DistilBERT,0.571794872,0.535314221,0.554084854,0.571794872,0.55351087
Gnome,KNeighborsClassifier,TF-IDF,0.556410256,0.550801486,0.564081994,0.556410256,0.559078911
Gnome,KNeighborsClassifier,DistilBERT,0.56025641,0.539782744,0.554534264,0.56025641,0.55663586
Gnome,MultinomialNB,TF-IDF,0.602564103,0.534771759,0.592457499,0.602564103,0.525770158
Gnome,MultinomialNB,DistilBERT,0.612820513,0.566098891,0.59933014,0.612820513,0.581278785
Gnome,MLPClassifier,TF-IDF,0.583333333,0.529462421,0.557221468,0.583333333,0.538109297
Gnome,MLPClassifier,DistilBERT,0.608974359,0.564668149,0.594416316,0.608974359,0.580919448
Gnome,RandomForestClassifier,TF-IDF,0.584615385,0.532859584,0.560164436,0.584615385,0.543500693
Gnome,RandomForestClassifier,DistilBERT,0.606410256,0.545885432,0.593864436,0.606410256,0.548418352
Gnome,SVC,TF-IDF,0.6,0.531666169,0.587035714,0.6,0.52139819
Gnome,SVC,DistilBERT,0.585897436,0.547322954,0.56867837,0.585897436,0.565156412
Gnome,KNeighborsClassifier,TF-IDF,0.534017972,0.499343618,0.514763668,0.534017972,0.518247242
Gnome,KNeighborsClassifier,DistilBERT,0.558408216,0.535461644,0.550820148,0.558408216,0.553311888
Gnome,MultinomialNB,TF-IDF,0.596919127,0.530938388,0.577215168,0.596919127,0.526092993
Gnome,MultinomialNB,DistilBERT,0.605905006,0.557683413,0.589819137,0.605905006,0.572454416
Gnome,MLPClassifier,TF-IDF,0.581514763,0.530883973,0.556390436,0.581514763,0.543170776
Gnome,MLPClassifier,DistilBERT,0.600770218,0.56822634,0.588312352,0.600770218,0.587258656
Gnome,RandomForestClassifier,TF-IDF,0.58279846,0.531975676,0.558011623,0.58279846,0.544159336
Gnome,RandomForestClassifier,DistilBERT,0.591784339,0.53123087,0.567451075,0.591784339,0.533897201
Gnome,SVC,TF-IDF,0.612323492,0.544038825,0.614029094,0.612323492,0.536842397
Gnome,SVC,DistilBERT,0.554557125,0.518674584,0.535725102,0.554557125,0.537356695
Gnome,KNeighborsClassifier,TF-IDF,0.576379974,0.5414269,0.560316669,0.576379974,0.560281802
Gnome,KNeighborsClassifier,DistilBERT,0.554557125,0.526129454,0.542268137,0.554557125,0.545079132
Gnome,MultinomialNB,TF-IDF,0.609756098,0.543253207,0.604964632,0.609756098,0.538777938
Gnome,MultinomialNB,DistilBERT,0.586649551,0.53897822,0.564781763,0.586649551,0.553478715
Gnome,MLPClassifier,TF-IDF,0.572528883,0.524173911,0.546162363,0.572528883,0.53783423
Gnome,MLPClassifier,DistilBERT,0.58279846,0.526850454,0.555022653,0.58279846,0.534365992
Gnome,RandomForestClassifier,TF-IDF,0.585365854,0.5360228,0.562257465,0.585365854,0.549385852
Gnome,RandomForestClassifier,DistilBERT,0.589216945,0.529513393,0.56335533,0.589216945,0.533088119
Gnome,SVC,TF-IDF,0.609756098,0.543253207,0.604964632,0.609756098,0.538777938
Gnome,SVC,DistilBERT,0.557124519,0.519460202,0.536948012,0.557124519,0.537775375
Gnome,KNeighborsClassifier,TF-IDF,0.544287548,0.508077242,0.524227743,0.544287548,0.526690567
Gnome,KNeighborsClassifier,DistilBERT,0.549422336,0.523160429,0.538903923,0.549422336,0.541862999
Gnome,MultinomialNB,TF-IDF,0.593068036,0.530458855,0.569403286,0.593068036,0.530432872
Gnome,MultinomialNB,DistilBERT,0.598202824,0.54693983,0.578985012,0.598202824,0.559374049
Gnome,MLPClassifier,TF-IDF,0.545571245,0.504043723,0.520095897,0.545571245,0.521002732
Gnome,MLPClassifier,DistilBERT,0.602053915,0.549283081,0.584269344,0.602053915,0.560693546
Gnome,RandomForestClassifier,TF-IDF,0.571245186,0.519354773,0.54154419,0.571245186,0.530246711
Gnome,RandomForestClassifier,DistilBERT,0.599486521,0.539178876,0.580681239,0.599486521,0.542691594
Gnome,SVC,TF-IDF,0.59563543,0.530312615,0.574425003,0.59563543,0.526413694
Gnome,SVC,DistilBERT,0.562259307,0.524758873,0.542797591,0.562259307,0.543134501
Gnome,KNeighborsClassifier,TF-IDF,0.590500642,0.545048906,0.570708593,0.590500642,0.560896215
Gnome,KNeighborsClassifier,DistilBERT,0.530166881,0.508648601,0.524004652,0.530166881,0.526421937
Gnome,MultinomialNB,TF-IDF,0.594351733,0.528754982,0.571872021,0.594351733,0.524302198
Gnome,MultinomialNB,DistilBERT,0.586649551,0.535250786,0.562963346,0.586649551,0.547124075
Gnome,MLPClassifier,TF-IDF,0.578947368,0.537553225,0.558941769,0.578947368,0.554935802
Gnome,MLPClassifier,DistilBERT,0.594351733,0.508254091,0.701238278,0.594351733,0.451962595
Gnome,RandomForestClassifier,TF-IDF,0.580231065,0.52979227,0.554783442,0.580231065,0.54218204
Gnome,RandomForestClassifier,DistilBERT,0.599486521,0.539178876,0.580681239,0.599486521,0.542691594
Gnome,SVC,TF-IDF,0.59563543,0.526119251,0.575816235,0.59563543,0.514892104
Gnome,SVC,DistilBERT,0.585365854,0.546273245,0.567783813,0.585365854,0.564435587
Gnome,KNeighborsClassifier,TF-IDF,0.566110398,0.558319389,0.571563541,0.566110398,0.568216644
Gnome,KNeighborsClassifier,DistilBERT,0.523748395,0.49992858,0.515393379,0.523748395,0.518430508
Gnome,MultinomialNB,TF-IDF,0.598202824,0.533893809,0.579259048,0.598202824,0.531791885
Gnome,MultinomialNB,DistilBERT,0.569961489,0.51826307,0.539969151,0.569961489,0.529274154
Gnome,MLPClassifier,TF-IDF,0.550706033,0.507478676,0.524220721,0.550706033,0.523714368
Gnome,MLPClassifier,DistilBERT,0.600770218,0.538872791,0.58332387,0.600770218,0.540419361
Gnome,RandomForestClassifier,TF-IDF,0.564826701,0.514828116,0.534725962,0.564826701,0.527064408
Gnome,RandomForestClassifier,DistilBERT,0.563543004,0.499758533,0.515033773,0.563543004,0.495756984
Gnome,SVC,TF-IDF,0.587933248,0.519569032,0.557947378,0.587933248,0.509715881
Gnome,SVC,DistilBERT,0.567394095,0.522602675,0.542651305,0.567394095,0.538299348
Gnome,KNeighborsClassifier,TF-IDF,0.558408216,0.558955244,0.572072396,0.558408216,0.561730916
Gnome,KNeighborsClassifier,DistilBERT,0.534017972,0.513397529,0.528243682,0.534017972,0.530507438
Gnome,MultinomialNB,TF-IDF,0.593068036,0.533910053,0.57090424,0.593068036,0.536386347
Gnome,MultinomialNB,DistilBERT,0.562259307,0.522789051,0.540905508,0.562259307,0.53976451
Gnome,MLPClassifier,TF-IDF,0.550706033,0.510190005,0.526682656,0.550706033,0.52665182
Gnome,MLPClassifier,DistilBERT,0.593068036,0.529781725,0.570799984,0.593068036,0.526383083
Gnome,RandomForestClassifier,TF-IDF,0.568677792,0.523213776,0.543552991,0.568677792,0.537417617
Gnome,RandomForestClassifier,DistilBERT,0.599486521,0.543508841,0.581394606,0.599486521,0.55014311
Gnome,SVC,TF-IDF,0.605905006,0.54301616,0.595589202,0.605905006,0.54132368
Gnome,SVC,DistilBERT,0.563543004,0.534433315,0.550723246,0.563543004,0.552891463
Gnome,KNeighborsClassifier,TF-IDF,0.567394095,0.530835044,0.549052867,0.567394095,0.548684691
Gnome,KNeighborsClassifier,DistilBERT,0.568677792,0.547066339,0.561875521,0.568677792,0.564080805
Gnome,MultinomialNB,TF-IDF,0.613607189,0.547745899,0.616012362,0.613607189,0.542115544
Gnome,MultinomialNB,DistilBERT,0.611039795,0.557483996,0.598652385,0.611039795,0.567158875
Gnome,MLPClassifier,TF-IDF,0.585365854,0.553032877,0.571647362,0.585365854,0.571481381
Gnome,MLPClassifier,DistilBERT,0.589216945,0.540260543,0.567862697,0.589216945,0.552715826
Gnome,RandomForestClassifier,TF-IDF,0.598202824,0.552047515,0.580560746,0.598202824,0.566616321
Gnome,RandomForestClassifier,DistilBERT,0.609756098,0.547215842,0.602762631,0.609756098,0.546367922
Gnome,SVC,TF-IDF,0.609756098,0.540793998,0.613930069,0.609756098,0.52920244
Gnome,SVC,DistilBERT,0.549422336,0.510472023,0.526794735,0.549422336,0.527526751
Gnome,KNeighborsClassifier,TF-IDF,0.532734275,0.533403781,0.547395725,0.532734275,0.536268569
Gnome,KNeighborsClassifier,DistilBERT,0.544287548,0.523067671,0.53787229,0.544287548,0.540239288
Gnome,MultinomialNB,TF-IDF,0.59563543,0.527841581,0.577534344,0.59563543,0.516914366
Gnome,MultinomialNB,DistilBERT,0.587933248,0.540083858,0.566619929,0.587933248,0.553275081
Gnome,MLPClassifier,TF-IDF,0.558408216,0.522717697,0.539819147,0.558408216,0.540715184
Gnome,MLPClassifier,DistilBERT,0.585365854,0.529180315,0.559290509,0.585365854,0.53477349
Gnome,RandomForestClassifier,TF-IDF,0.584082157,0.534049363,0.560441108,0.584082157,0.54549705
Gnome,RandomForestClassifier,DistilBERT,0.591784339,0.530981149,0.56850891,0.591784339,0.531156511
Gnome,SVC,TF-IDF,0.591784339,0.52226579,0.569004462,0.591784339,0.507520973
Gnome,SVC,DistilBERT,0.555840822,0.522364326,0.538943599,0.555840822,0.540712346
WineHQ,KNeighborsClassifier,TF-IDF,0.779605263,0.508059994,0.701846528,0.779605263,0.727840756
WineHQ,KNeighborsClassifier,DistilBERT,0.787828947,0.523023549,0.720888281,0.787828947,0.738990619
WineHQ,MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,MultinomialNB,DistilBERT,0.800986842,0.531153631,0.740696705,0.800986842,0.747309749
WineHQ,MLPClassifier,TF-IDF,0.782894737,0.539739277,0.730509338,0.782894737,0.746558565
WineHQ,MLPClassifier,DistilBERT,0.805921053,0.49796748,0.654312142,0.805921053,0.722246189
WineHQ,RandomForestClassifier,TF-IDF,0.800986842,0.5377418,0.744767223,0.800986842,0.751361147
WineHQ,RandomForestClassifier,DistilBERT,0.805921053,0.49796748,0.654312142,0.805921053,0.722246189
WineHQ,SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,KNeighborsClassifier,TF-IDF,0.791118421,0.531644239,0.730274991,0.791118421,0.744953305
WineHQ,KNeighborsClassifier,DistilBERT,0.774671053,0.514893468,0.707632879,0.774671053,0.730725586
WineHQ,MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,MultinomialNB,DistilBERT,0.796052632,0.514928511,0.719397586,0.796052632,0.73548425
WineHQ,MLPClassifier,TF-IDF,0.768092105,0.497652089,0.688439066,0.768092105,0.718904308
WineHQ,MLPClassifier,DistilBERT,0.807565789,0.502277825,0.718990141,0.807565789,0.726111118
WineHQ,RandomForestClassifier,TF-IDF,0.799342105,0.523549201,0.732493691,0.799342105,0.741989966
WineHQ,RandomForestClassifier,DistilBERT,0.810855263,0.504310345,0.846689933,0.810855263,0.727795624
WineHQ,SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,KNeighborsClassifier,TF-IDF,0.782894737,0.519974769,0.715373961,0.782894737,0.735886326
WineHQ,KNeighborsClassifier,DistilBERT,0.786184211,0.538477712,0.731584444,0.786184211,0.747089586
WineHQ,MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,MultinomialNB,DistilBERT,0.794407895,0.510618167,0.71208099,0.794407895,0.732176586
WineHQ,MLPClassifier,TF-IDF,0.794407895,0.553441267,0.746421214,0.794407895,0.757628925
WineHQ,MLPClassifier,DistilBERT,0.807565789,0.49898374,0.654567329,0.807565789,0.723061635
WineHQ,RandomForestClassifier,TF-IDF,0.805921053,0.530908326,0.749557049,0.805921053,0.748283399
WineHQ,RandomForestClassifier,DistilBERT,0.807565789,0.502277825,0.718990141,0.807565789,0.726111118
WineHQ,SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,KNeighborsClassifier,TF-IDF,0.773026316,0.510583123,0.70308833,0.773026316,0.727811894
WineHQ,KNeighborsClassifier,DistilBERT,0.78125,0.525546678,0.71937127,0.78125,0.738587613
WineHQ,MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,MultinomialNB,DistilBERT,0.791118421,0.528350154,0.727751644,0.791118421,0.743037276
WineHQ,MLPClassifier,TF-IDF,0.786184211,0.528595458,0.724476464,0.786184211,0.741765972
WineHQ,MLPClassifier,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,RandomForestClassifier,TF-IDF,0.797697368,0.512650687,0.718333929,0.797697368,0.734094757
WineHQ,RandomForestClassifier,DistilBERT,0.810855263,0.504310345,0.846689933,0.810855263,0.727795624
WineHQ,SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598
WineHQ,KNeighborsClassifier,TF-IDF,0.780889621,0.518354542,0.713973005,0.780889621,0.735637912
WineHQ,KNeighborsClassifier,DistilBERT,0.7907743,0.544441499,0.738967835,0.7907743,0.752795194
WineHQ,MultinomialNB,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,MultinomialNB,DistilBERT,0.772652389,0.509941676,0.703704187,0.772652389,0.728602154
WineHQ,MLPClassifier,TF-IDF,0.777594728,0.52631672,0.719352903,0.777594728,0.738974705
WineHQ,MLPClassifier,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,RandomForestClassifier,TF-IDF,0.794069193,0.526484624,0.729066596,0.794069193,0.743941757
WineHQ,RandomForestClassifier,DistilBERT,0.805601318,0.49695122,0.656218292,0.805601318,0.723277096
WineHQ,SVC,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,SVC,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,KNeighborsClassifier,TF-IDF,0.797364086,0.528517144,0.733916459,0.797364086,0.746026952
WineHQ,KNeighborsClassifier,DistilBERT,0.777594728,0.512990456,0.707807066,0.777594728,0.731662542
WineHQ,MultinomialNB,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,MultinomialNB,DistilBERT,0.799011532,0.529533404,0.736564643,0.799011532,0.747071249
WineHQ,MLPClassifier,TF-IDF,0.780889621,0.531680806,0.724749899,0.780889621,0.742841746
WineHQ,MLPClassifier,DistilBERT,0.812191104,0.504347826,0.84752149,0.812191104,0.72965534
WineHQ,RandomForestClassifier,TF-IDF,0.794069193,0.506495228,0.706017109,0.794069193,0.730677593
WineHQ,RandomForestClassifier,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,SVC,TF-IDF,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,SVC,DistilBERT,0.810543657,0.5,0.65698102,0.810543657,0.725727897
WineHQ,KNeighborsClassifier,TF-IDF,0.784184514,0.520937215,0.716703654,0.784184514,0.736502045
WineHQ,KNeighborsClassifier,DistilBERT,0.789126853,0.537160264,0.732548418,0.789126853,0.747133715
WineHQ,MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,MultinomialNB,DistilBERT,0.784184514,0.49789311,0.687000872,0.784184514,0.721322522
WineHQ,MLPClassifier,TF-IDF,0.772652389,0.53026898,0.719245377,0.772652389,0.737945626
WineHQ,MLPClassifier,DistilBERT,0.807248764,0.49898167,0.654057992,0.807248764,0.72262378
WineHQ,RandomForestClassifier,TF-IDF,0.799011532,0.536686214,0.741634195,0.799011532,0.749893134
WineHQ,RandomForestClassifier,DistilBERT,0.805601318,0.49796334,0.653802061,0.805601318,0.72180702
WineHQ,SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,KNeighborsClassifier,TF-IDF,0.775947282,0.515845565,0.708621359,0.775947282,0.731329572
WineHQ,KNeighborsClassifier,DistilBERT,0.766062603,0.493275511,0.68269337,0.766062603,0.715425847
WineHQ,MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,MultinomialNB,DistilBERT,0.771004942,0.51608259,0.707465086,0.771004942,0.730053628
WineHQ,MLPClassifier,TF-IDF,0.759472817,0.52870637,0.714487092,0.759472817,0.732260093
WineHQ,MLPClassifier,DistilBERT,0.800658979,0.517952455,0.729354423,0.800658979,0.738004056
WineHQ,RandomForestClassifier,TF-IDF,0.784184514,0.5176452,0.713596947,0.784184514,0.734522737
WineHQ,RandomForestClassifier,DistilBERT,0.808896211,0.503292015,0.750690974,0.808896211,0.726522156
WineHQ,SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,KNeighborsClassifier,TF-IDF,0.78583196,0.508787485,0.704392906,0.78583196,0.729198636
WineHQ,KNeighborsClassifier,DistilBERT,0.757825371,0.488183861,0.67779841,0.757825371,0.710610377
WineHQ,MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,MultinomialNB,DistilBERT,0.7907743,0.50855046,0.706388786,0.7907743,0.729831758
WineHQ,MLPClassifier,TF-IDF,0.775947282,0.509261535,0.702045342,0.775947282,0.727450107
WineHQ,MLPClassifier,DistilBERT,0.808896211,0.503292015,0.750690974,0.808896211,0.726522156
WineHQ,RandomForestClassifier,TF-IDF,0.7907743,0.498674415,0.687696219,0.7907743,0.722485225
WineHQ,RandomForestClassifier,DistilBERT,0.805601318,0.501255355,0.702405053,0.805601318,0.724832871
WineHQ,SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,KNeighborsClassifier,TF-IDF,0.686985173,0.470731793,0.671745126,0.686985173,0.679134142
WineHQ,KNeighborsClassifier,DistilBERT,0.78583196,0.538415619,0.731178821,0.78583196,0.74668645
WineHQ,MultinomialNB,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,MultinomialNB,DistilBERT,0.780889621,0.512316525,0.706722684,0.780889621,0.730469649
WineHQ,MLPClassifier,TF-IDF,0.775947282,0.522429595,0.714389882,0.775947282,0.734995056
WineHQ,MLPClassifier,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,RandomForestClassifier,TF-IDF,0.78583196,0.515371515,0.712119118,0.78583196,0.733492684
WineHQ,RandomForestClassifier,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,SVC,TF-IDF,0.808896211,0.5,0.65431308,0.808896211,0.723439052
WineHQ,SVC,DistilBERT,0.808896211,0.5,0.65431308,0.808896211,0.723439052
FreeDesktop,KNeighborsClassifier,TF-IDF,0.526657997,0.50807418,0.538943442,0.526657997,0.531572165
FreeDesktop,KNeighborsClassifier,DistilBERT,0.574772432,0.525637416,0.557299115,0.574772432,0.562795166
FreeDesktop,MultinomialNB,TF-IDF,0.609882965,0.50703107,0.547706051,0.609882965,0.525646492
FreeDesktop,MultinomialNB,DistilBERT,0.622886866,0.52090913,0.579705119,0.622886866,0.541458276
FreeDesktop,MLPClassifier,TF-IDF,0.587776333,0.516527345,0.551321426,0.587776333,0.554351906
FreeDesktop,MLPClassifier,DistilBERT,0.639791938,0.543478575,0.618162031,0.639791938,0.570649786
FreeDesktop,RandomForestClassifier,TF-IDF,0.607282185,0.523760539,0.565650645,0.607282185,0.557719245
FreeDesktop,RandomForestClassifier,DistilBERT,0.629388817,0.524713415,0.595856415,0.629388817,0.542727513
FreeDesktop,SVC,TF-IDF,0.629388817,0.521230365,0.596600482,0.629388817,0.534846278
FreeDesktop,SVC,DistilBERT,0.618985696,0.532419439,0.581342131,0.618985696,0.565168346
FreeDesktop,KNeighborsClassifier,TF-IDF,0.595578674,0.533910112,0.568878504,0.595578674,0.572478336
FreeDesktop,KNeighborsClassifier,DistilBERT,0.599479844,0.539815055,0.574790338,0.599479844,0.578251155
FreeDesktop,MultinomialNB,TF-IDF,0.638491547,0.535472973,0.620000341,0.638491547,0.556161866
FreeDesktop,MultinomialNB,DistilBERT,0.628088427,0.532033235,0.593487744,0.628088427,0.558646961
FreeDesktop,MLPClassifier,TF-IDF,0.600780234,0.533191846,0.570192797,0.600780234,0.571543729
FreeDesktop,MLPClassifier,DistilBERT,0.622886866,0.537627772,0.588247816,0.622886866,0.571209717
FreeDesktop,RandomForestClassifier,TF-IDF,0.622886866,0.543897263,0.591274534,0.622886866,0.580096578
FreeDesktop,RandomForestClassifier,DistilBERT,0.631989597,0.530972078,0.602031112,0.631989597,0.553233658
FreeDesktop,SVC,TF-IDF,0.629388817,0.519837145,0.5971492,0.629388817,0.531534497
FreeDesktop,SVC,DistilBERT,0.611183355,0.523395992,0.567946692,0.611183355,0.55515302
FreeDesktop,KNeighborsClassifier,TF-IDF,0.505851756,0.490048943,0.522318859,0.505851756,0.51204038
FreeDesktop,KNeighborsClassifier,DistilBERT,0.579973992,0.53049203,0.562296766,0.579973992,0.567621435
FreeDesktop,MultinomialNB,TF-IDF,0.618985696,0.517790627,0.571047671,0.618985696,0.538896005
FreeDesktop,MultinomialNB,DistilBERT,0.615084525,0.515368734,0.563777434,0.615084525,0.537747623
FreeDesktop,MLPClassifier,TF-IDF,0.594278283,0.5252079,0.561192056,0.594278283,0.563392279
FreeDesktop,MLPClassifier,DistilBERT,0.626788036,0.504522551,0.600638218,0.626788036,0.493444021
FreeDesktop,RandomForestClassifier,TF-IDF,0.592977893,0.506056537,0.540572294,0.592977893,0.537766265
FreeDesktop,RandomForestClassifier,DistilBERT,0.630689207,0.529932577,0.598841316,0.630689207,0.55235972
FreeDesktop,SVC,TF-IDF,0.631989597,0.526095807,0.603750567,0.631989597,0.542871975
FreeDesktop,SVC,DistilBERT,0.617685306,0.538346038,0.583714757,0.617685306,0.574304807
FreeDesktop,KNeighborsClassifier,TF-IDF,0.591677503,0.525218728,0.560411723,0.591677503,0.56368776
FreeDesktop,KNeighborsClassifier,DistilBERT,0.574772432,0.519367926,0.55170148,0.574772432,0.557721041
FreeDesktop,MultinomialNB,TF-IDF,0.630689207,0.527146137,0.599224655,0.630689207,0.546582626
FreeDesktop,MultinomialNB,DistilBERT,0.612483745,0.509110072,0.553039117,0.612483745,0.52730406
FreeDesktop,MLPClassifier,TF-IDF,0.568270481,0.522529741,0.553758226,0.568270481,0.558905331
FreeDesktop,MLPClassifier,DistilBERT,0.625487646,0.523684742,0.586104933,0.625487646,0.544620633
FreeDesktop,RandomForestClassifier,TF-IDF,0.605981795,0.528293919,0.56872308,0.605981795,0.5645891
FreeDesktop,RandomForestClassifier,DistilBERT,0.617685306,0.514661296,0.566167458,0.617685306,0.533648972
FreeDesktop,SVC,TF-IDF,0.630689207,0.522269866,0.601056184,0.630689207,0.535662125
FreeDesktop,SVC,DistilBERT,0.604681404,0.518198487,0.558942858,0.604681404,0.550509496
FreeDesktop,KNeighborsClassifier,TF-IDF,0.59375,0.521527778,0.557584561,0.59375,0.558769079
FreeDesktop,KNeighborsClassifier,DistilBERT,0.595052083,0.539236111,0.572768921,0.595052083,0.577076677
FreeDesktop,MultinomialNB,TF-IDF,0.62109375,0.514236111,0.571991688,0.62109375,0.527788685
FreeDesktop,MultinomialNB,DistilBERT,0.6171875,0.51875,0.569816054,0.6171875,0.54171921
FreeDesktop,MLPClassifier,TF-IDF,0.602864583,0.537847222,0.574525366,0.602864583,0.576044396
FreeDesktop,MLPClassifier,DistilBERT,0.623697917,0.512847222,0.57752793,0.623697917,0.520944818
FreeDesktop,RandomForestClassifier,TF-IDF,0.611979167,0.529166667,0.57319425,0.611979167,0.563059289
FreeDesktop,RandomForestClassifier,DistilBERT,0.627604167,0.524305556,0.591919492,0.627604167,0.542854734
FreeDesktop,SVC,TF-IDF,0.619791667,0.514583333,0.569815444,0.619791667,0.530164667
FreeDesktop,SVC,DistilBERT,0.634114583,0.547569444,0.606407749,0.634114583,0.580379514
FreeDesktop,KNeighborsClassifier,TF-IDF,0.59765625,0.547569444,0.579875214,0.59765625,0.584300029
FreeDesktop,KNeighborsClassifier,DistilBERT,0.59375,0.544444444,0.576418067,0.59375,0.581054688
FreeDesktop,MultinomialNB,TF-IDF,0.614583333,0.510416667,0.557251211,0.614583333,0.526870634
